,stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,value,unit,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner
1653,03:1902,Feinstaub (PM10),1659735000,15.90706,48.34509,200.0,EPSG:31287,1,HMW,18.0,µg/m³,NOCLASS,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung
1654,03:2501,Feinstaub (PM10),1659735000,15.619166,48.40861,200.0,EPSG:31287,1,HMW,18.0,µg/m³,NOCLASS,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung
1655,04:S431,Feinstaub (PM10),1659735000,14.28217,48.30299,262.0,EPSG:31287,2,HMW,18.0,µg/m³,NOCLASS,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung
1656,07:2227,Feinstaub (PM10),1659735000,11.512497,47.27807,558.0,EPSG:31287,1,HMW,18.0,µg/m³,NOCLASS,Hall in Tirol Untere Lend,Parkplatz beim Sportplatz Untere Lend,Amt der Tiroler Landesregierung
1657,02:VI12,Feinstaub (PM10),1659735000,13.841389,46.6125,490.0,EPSG:31287,1,HMW,19.0,µg/m³,NOCLASS,Villach Tirolerbrücke,Tirolerbrücke (westl. v. Westbahnhof),Amt der Kärntner Landesregierung
1658,10:ENK1,Feinstaub (PM10),1659735000,13.67085,48.39167,525.0,EPSG:31287,2,HMW,19.0,µg/m³,NOCLASS,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
1659,03:1903,Feinstaub (PM10),1659735000,15.8578,48.331,192.0,EPSG:31287,1,HMW,20.0,µg/m³,NOCLASS,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung
1660,03:2301,Feinstaub (PM10),1659735000,15.6325,48.2116,270.0,EPSG:31287,1,HMW,20.0,µg/m³,NOCLASS,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung
1661,04:S409,Feinstaub (PM10),1659735000,14.442777777777776,48.04944444444444,305.0,EPSG:31287,2,HMW,20.0,µg/m³,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung
1662,03:0104,Feinstaub (PM10),1659735000,14.51954,48.19234,265.0,EPSG:31287,1,HMW,21.0,µg/m³,NOCLASS,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",Amt der Niederösterreichischen Landesregierung
1663,03:0701,Feinstaub (PM10),1659735000,15.94185,48.52832,230.0,EPSG:31287,1,HMW,21.0,µg/m³,NOCLASS,Ziersdorf,Kläranlage Jubiläumssiedlung,Amt der Niederösterreichischen Landesregierung
1664,10:PIL1,Feinstaub (PM10),1659735000,15.93595,48.7212,315.0,EPSG:31287,2,HMW,21.0,µg/m³,NOCLASS,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
1665,03:0101,Feinstaub (PM10),1659735000,14.8788,48.1199,270.0,EPSG:31287,1,HMW,22.0,µg/m³,NOCLASS,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",Amt der Niederösterreichischen Landesregierung
1666,03:2604,Feinstaub (PM10),1659735000,14.77227777777778,48.04511111111111,330.0,EPSG:31287,1,HMW,23.0,µg/m³,NOCLASS,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung
1667,03:1406,Feinstaub (PM10),1659735000,16.33722222222222,48.083333333333336,188.0,EPSG:31287,1,HMW,24.0,µg/m³,NOCLASS,Biedermannsdorf Mühlengasse,Mühlengasse 49,Amt der Niederösterreichischen Landesregierung
1668,03:2401,Feinstaub (PM10),1659735000,16.255,47.81416667,265.0,EPSG:31287,1,HMW,24.0,µg/m³,NOCLASS,Wiener Neustadt,Neuklosterwiese Sportplatz,Amt der Niederösterreichischen Landesregierung
1669,03:2702,Feinstaub (PM10),1659735000,16.51111,48.145,159.0,EPSG:31287,1,HMW,24.0,µg/m³,NOCLASS,"Mannswörth bei Schwechat, Danubiastraße/A4","Danubiastraße, Brücke A4",Amt der Niederösterreichischen Landesregierung
1670,03:0302,Feinstaub (PM10),1659735000,16.675289,48.05004,235.0,EPSG:31287,1,HMW,28.0,µg/m³,NOCLASS,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",Amt der Niederösterreichischen Landesregierung
1671,03:0407,Feinstaub (PM10),1659735000,16.63638889,48.230833333,150.0,EPSG:31287,1,HMW,31.0,µg/m³,NOCLASS,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung
1672,03:0603,Feinstaub (PM10),1659735000,16.4311,48.0857,172.0,EPSG:31287,1,HMW,31.0,µg/m³,NOCLASS,"Himberg, Alter Markt",Am Alten Markt - Institutgasse,Amt der Niederösterreichischen Landesregierung
1673,03:1905,Feinstaub (PM10),1659735000,15.96666667,48.32222222,182.0,EPSG:31287,1,HMW,31.0,µg/m³,NOCLASS,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung
1674,04:S235,Feinstaub (PM2.5),1659735000,13.720737,47.815855,1602.0,EPSG:31287,1,HMW,2.0,µg/m³,NOCLASS,Feuerkogel (Höllengebirge),Feuerkogel 3,Amt der Oberösterreichischen Landesregierung
1675,05:6072,Feinstaub (PM2.5),1659735000,12.795124,47.32664,775.0,EPSG:31287,1,HMW,4.0,µg/m³,NOCLASS,Zell am See Freizeitzentrum/Eishalle,"Freizeitzentrum, Steinergasse",Amt der Salzburger Landesregierung
1676,03:0301,Feinstaub (PM2.5),1659735000,16.95787,48.1442,180.0,EPSG:31287,1,HMW,5.0,µg/m³,NOCLASS,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung
1677,03:1301,Feinstaub (PM2.5),1659735000,16.5788,48.57832,250.0,EPSG:31287,1,HMW,6.0,µg/m³,NOCLASS,Mistelbach Steinhübel,Hochbehälter Steinhübel,Amt der Niederösterreichischen Landesregierung
1678,03:0401,Feinstaub (PM2.5),1659735000,16.729445,48.33472,161.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Gänserndorf Baumschulweg,Baumschulweg,Amt der Niederösterreichischen Landesregierung
1679,03:1413,Feinstaub (PM2.5),1659735000,16.329,48.0843,210.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Wiener Neudorf Hauptstraße,Abfallwirtschaftszentrum,Amt der Niederösterreichischen Landesregierung
1680,03:1901,Feinstaub (PM2.5),1659735000,16.0625,48.329445,178.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung
1681,03:1902,Feinstaub (PM2.5),1659735000,15.90706,48.34509,200.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Zwentendorf im Tullnerfeld,"Zwentendorf, Lindenplatz Freiwillige Feuerwehr Zwentendorf",Amt der Niederösterreichischen Landesregierung
1682,04:S156,Feinstaub (PM2.5),1659735000,13.03923,48.257474,350.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung
1683,04:S415,Feinstaub (PM2.5),1659735000,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung
1684,04:S432,Feinstaub (PM2.5),1659735000,13.60892,47.97386,485.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung
1685,03:0201,Feinstaub (PM2.5),1659735000,16.20573,47.9592,265.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",Amt der Niederösterreichischen Landesregierung
1686,03:0599,Feinstaub (PM2.5),1659735000,16.3279444,48.30822222,170.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Klosterneuburg B14 (Bahnhof Klosterneuburg-Kierling),Parkplatz Bahnhof Klosterneuburg-Kierling,Amt der Niederösterreichischen Landesregierung
1687,03:1903,Feinstaub (PM2.5),1659735000,15.8578,48.331,192.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung
1688,03:2301,Feinstaub (PM2.5),1659735000,15.6325,48.2116,270.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung
1689,03:2701,Feinstaub (PM2.5),1659735000,16.474444444444444,48.145,155.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",Amt der Niederösterreichischen Landesregierung
1690,05:1000,Feinstaub (PM2.5),1659735000,13.05329,47.7974,425.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),Amt der Salzburger Landesregierung
1691,02:WO15,Feinstaub (PM2.5),1659735000,14.84346,46.834975,460.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung
1692,03:0101,Feinstaub (PM2.5),1659735000,14.8788,48.1199,270.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",Amt der Niederösterreichischen Landesregierung
1693,03:0407,Feinstaub (PM2.5),1659735000,16.63638889,48.230833333,150.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung
1694,03:2302,Feinstaub (PM2.5),1659735000,15.6204,48.2013,271.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,St. Pölten Europaplatz,Europaplatz,Amt der Niederösterreichischen Landesregierung
1695,04:S173,Feinstaub (PM2.5),1659735000,14.3665,48.27975,250.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung
1696,10:ENK1,Feinstaub (PM2.5),1659735000,13.67085,48.39167,525.0,EPSG:31287,2,HMW,9.0,µg/m³,NOCLASS,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
1697,03:0104,Feinstaub (PM2.5),1659735000,14.51954,48.19234,265.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",Amt der Niederösterreichischen Landesregierung
1698,03:0502,Feinstaub (PM2.5),1659735000,15.04666667,48.8786111,570.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Heidenreichstein Thaures,Thaures,Amt der Niederösterreichischen Landesregierung
1699,03:1401,Feinstaub (PM2.5),1659735000,16.3022222,48.0861111,215.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung
1700,04:S431,Feinstaub (PM2.5),1659735000,14.28217,48.30299,262.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung
1701,04:S409,Feinstaub (PM2.5),1659735000,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,12.0,µg/m³,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung
1702,03:1905,Feinstaub (PM2.5),1659735000,15.96666667,48.32222222,182.0,EPSG:31287,1,HMW,18.0,µg/m³,NOCLASS,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung
1703,03:2604,Feinstaub (PM2.5),1659735000,14.77227777777778,48.04511111111111,330.0,EPSG:31287,1,HMW,20.0,µg/m³,NOCLASS,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung
1704,02:KA71,Schwefeldioxid,1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1705,02:M121,Schwefeldioxid,1659735000,13.70345,46.5584,574.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung
1706,02:F202,Schwefeldioxid,1659735000,14.52998,46.84283,810.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung
1707,02:M121,Ozon,1659735000,13.70345,46.5584,574.0,EPSG:31287,1,HMW,33.0,µg/m³,NOCLASS,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung
1708,02:KA71,Ozon,1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,38.0,µg/m³,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1709,02:KA41,Ozon,1659735000,14.28931,46.62936,550.0,EPSG:31287,1,HMW,52.0,µg/m³,NOCLASS,Klagenfurt Kreuzbergl,Sternwarte Kreuzbergl,Amt der Kärntner Landesregierung
1710,02:F103,Stickstoffdioxid,1659735000,14.26625,46.65285,455.0,EPSG:31287,1,HMW,12.0,µg/m³,1,Klagenfurt A2 Nordumfahrung 2,Klagenfurt A2,Amt der Kärntner Landesregierung
1711,02:KA71,Stickstoffdioxid,1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,12.0,µg/m³,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1712,02:KA21,Stickstoffdioxid,1659735000,14.31806,46.62556,445.0,EPSG:31287,1,HMW,13.0,µg/m³,1,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung
1713,02:F202,Stickstoffdioxid,1659735000,14.52998,46.84283,810.0,EPSG:31287,1,HMW,17.0,µg/m³,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung
1714,02:KA61,Stickstoffdioxid,1659735000,14.26611111111111,46.6525,455.0,EPSG:31287,1,HMW,19.0,µg/m³,1,Klagenfurt A2 Nordumfahrung ,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",Amt der Kärntner Landesregierung
1715,02:F103,Stickstoffmonoxid,1659735000,14.26625,46.65285,455.0,EPSG:31287,1,HMW,1.0,µg/m³,NOCLASS,Klagenfurt A2 Nordumfahrung 2,Klagenfurt A2,Amt der Kärntner Landesregierung
1716,02:KA71,Stickstoffmonoxid,1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,1.0,µg/m³,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1717,02:KA21,Stickstoffmonoxid,1659735000,14.31806,46.62556,445.0,EPSG:31287,1,HMW,2.0,µg/m³,NOCLASS,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung
1718,02:F202,Stickstoffmonoxid,1659735000,14.52998,46.84283,810.0,EPSG:31287,1,HMW,4.0,µg/m³,NOCLASS,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung
1719,02:KA61,Stickstoffmonoxid,1659735000,14.26611111111111,46.6525,455.0,EPSG:31287,1,HMW,6.0,µg/m³,NOCLASS,Klagenfurt A2 Nordumfahrung ,"Südautobahn A2 (km 323,06 Fahrtichtung Villach)",Amt der Kärntner Landesregierung
1720,02:KA21,Kohlenmonoxid,1659735000,14.31806,46.62556,445.0,EPSG:31287,1,HMW,0.1,mg/m³,NOCLASS,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung
1721,02:M121,Feinstaub (PM10),1659735000,13.70345,46.5584,574.0,EPSG:31287,1,HMW,11.0,µg/m³,NOCLASS,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung
1722,02:F202,Feinstaub (PM10),1659735000,14.52998,46.84283,810.0,EPSG:31287,1,HMW,18.0,µg/m³,NOCLASS,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung
1723,02:KA21,Feinstaub (PM10),1659735000,14.31806,46.62556,445.0,EPSG:31287,1,HMW,19.0,µg/m³,NOCLASS,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung
1724,02:KA71,Feinstaub (PM10),1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,22.0,µg/m³,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1725,02:KA21,Feinstaub (PM2.5),1659735000,14.31806,46.62556,445.0,EPSG:31287,1,HMW,5.0,µg/m³,NOCLASS,Klagenfurt Völkermarkter Straße,Völkermarkter Straße Ecke Enzenbergstraße,Amt der Kärntner Landesregierung
1726,02:KA71,Feinstaub (PM2.5),1659735000,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,14.0,µg/m³,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
1727,10:SON1,Ozon,1659736800,12.9583,47.0541667,3106.0,EPSG:31287,1,HMW,130.0,µg/m³,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt
1728,10:SON1,Stickstoffdioxid,1659736800,12.9583,47.0541667,3106.0,EPSG:31287,2,HMW,1.0,µg/m³,1,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt
1729,10:SON1,Stickstoffmonoxid,1659736800,12.9583,47.0541667,3106.0,EPSG:31287,1,HMW,0.0,µg/m³,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt
1730,10:SON1,Stickstoffmonoxid,1659736800,12.9583,47.0541667,3106.0,EPSG:31287,2,HMW,0.0,µg/m³,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt
1731,10:SON1,Kohlenmonoxid,1659736800,12.9583,47.0541667,3106.0,EPSG:31287,1,HMW,0.1,mg/m³,NOCLASS,Sonnblick,Wetterobservatorium Hoher Sonnblick,Umweltbundesamt
1732,06:106,Schwefeldioxid,1659736800,15.086667,47.06333,445.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung
1733,06:142,Schwefeldioxid,1659736800,15.0745,47.37555555555556,555.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung
1734,06:177,Schwefeldioxid,1659736800,14.244676,47.565439,649.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung
1735,06:185,Schwefeldioxid,1659736800,15.956111,46.7675,415.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Amt der Steiermärkischen Landesregierung
1736,10:ILL1,Schwefeldioxid,1659736800,16.76639,47.77028,117.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt
1737,10:PIL1,Schwefeldioxid,1659736800,15.93595,48.7212,315.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
1738,04:S108,Schwefeldioxid,1659736800,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung
1739,06:136,Schwefeldioxid,1659736800,15.351111111111,47.12027777778,375.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung
1740,06:138,Schwefeldioxid,1659736800,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung
1741,06:151,Schwefeldioxid,1659736800,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung
1742,06:156,Schwefeldioxid,1659736800,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung
1743,06:170,Schwefeldioxid,1659736800,15.43308,47.04172,345.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung
1744,06:179,Schwefeldioxid,1659736800,15.971852,47.28286,349.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung
1745,09:STAD,Schwefeldioxid,1659736800,16.458345,48.226360833333,159.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz
1746,10:ZOE2,Schwefeldioxid,1659736800,14.44095,47.83828,899.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
1747,05:1200,Schwefeldioxid,1659736800,13.03488,47.81565,420.0,EPSG:31287,1,HMW,2.0,µg/m³,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,Amt der Salzburger Landesregierung
1748,05:2000,Schwefeldioxid,1659736800,13.09995,47.68259,440.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung
1749,05:2100,Schwefeldioxid,1659736800,13.106,47.667,650.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Hallein Winterstall,Winterstallstraße,Amt der Salzburger Landesregierung
1750,06:164,Schwefeldioxid,1659736800,15.416603,47.055611,358.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung
1751,06:180,Schwefeldioxid,1659736800,15.253333,47.409443,485.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung
1752,06:191,Schwefeldioxid,1659736800,15.3232,47.1357,382.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung
1753,09:KE,Schwefeldioxid,1659736800,16.476051,48.156708,158.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz
1754,09:SCHA,Schwefeldioxid,1659736800,16.301563,48.23537,319.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz
1755,09:STEF,Schwefeldioxid,1659736800,16.3732536111111,48.20815,172.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",Gemeinde Wien - MA22 Umweltschutz
1756,01:0001,Schwefeldioxid,1659736800,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
1757,01:0003,Schwefeldioxid,1659736800,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung
1758,01:0004,Schwefeldioxid,1659736800,16.32875,47.77907,254.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung
1759,04:S416,Schwefeldioxid,1659736800,14.31479,48.27329,265.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
1760,09:A23,Schwefeldioxid,1659736800,16.43455,48.20306,162.0,EPSG:31287,1,HMW,3.0,µg/m³,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz
1761,09:ZA,Schwefeldioxid,1659736800,16.357079,48.248993,210.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",Gemeinde Wien - MA22 Umweltschutz
1762,04:S406,Schwefeldioxid,1659736800,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
1763,05:1066,Schwefeldioxid,1659736800,13.043333,47.8055556,430.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung
1764,06:135,Schwefeldioxid,1659736800,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,5.0,µg/m³,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung
1765,04:S407,Schwefeldioxid,1659736800,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,13.0,µg/m³,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
