stationid,component,time,unit,meantype,value,meta_name,meta_owner,meta_location,x_coord,y_coord,z_coord
03:2501,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Krems,Amt der Niederösterreichischen Landesregierung,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",15.619166,48.40861,200.0
03:2701,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,"Schwechat Sportplatz, Mühlgasse",Amt der Niederösterreichischen Landesregierung,"Phönix-Sportplatz, Mühlgasse/Radetzkystraße",16.474444444444444,48.145,155.0
04:S108,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Grünbach bei Freistadt,Amt der Oberösterreichischen Landesregierung,Oberrauchenödt Kirche St. Michael,14.574722222222,48.53111111,918.0
04:S173,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,"Steyregg Au, Freizeitpark",Amt der Oberösterreichischen Landesregierung,"Altau, Freizeitpark, Am See 2",14.3665,48.27975,250.0
04:S406,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Wels Linzerstraße,Amt der Oberösterreichischen Landesregierung,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",14.0366,48.1649,316.0
05:1200,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,"Salzburg Lehener Park, Franz Martin-Straße 1",Amt der Salzburger Landesregierung,Franz Martin-Straße 1,13.03488,47.81565,420.0
05:2100,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Hallein Winterstall,Amt der Salzburger Landesregierung,Winterstallstraße,13.106,47.667,650.0
06:136,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Judendorf Süd,Amt der Steiermärkischen Landesregierung,"Ringsiedlung, Murufer",15.351111111111,47.12027777778,375.0
06:138,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Graz Nord Gösting,Amt der Steiermärkischen Landesregierung,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",15.4151111111111,47.0943611111,355.0
06:191,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Gratwein,Amt der Steiermärkischen Landesregierung,Aufeldstraße,15.3232,47.1357,382.0
09:SCHA,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Schafberg,Gemeinde Wien - MA22 Umweltschutz,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",16.301563,48.23537,319.0
09:STAD,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Stadlau,Gemeinde Wien - MA22 Umweltschutz,"Hausgrundweg 23, Gstr. 254/1",16.458345,48.226360833333,159.0
09:ZA,Schwefeldioxid,1660667400,µg/m³,HMW,2.0,Hohe Warte,Gemeinde Wien - MA22 Umweltschutz,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",16.357079,48.248993,210.0
01:0001,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",16.52617,47.8401138,165.0
03:0601,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Klosterneuburg Meynertgasse,Amt der Niederösterreichischen Landesregierung,"Meynertgasse, südwestlich vom Wasserhochbehälter",16.31395,48.30246,260.0
03:1401,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Mödling Bachgasse,Amt der Niederösterreichischen Landesregierung,Untere Bachgasse (Park vor Schule),16.3022222,48.0861111,215.0
03:2301,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,St. Pölten Eybnerstraße,Amt der Niederösterreichischen Landesregierung,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",15.6325,48.2116,270.0
04:S415,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Linz 24er Turm A7,Amt der Oberösterreichischen Landesregierung,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),14.2977778,48.323333,255.0
04:S416,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Linz Neue Welt,Amt der Oberösterreichischen Landesregierung,"Wiener Straße 233, Straßenbahnstation Neue Welt",14.31479,48.27329,265.0
05:1066,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,13.043333,47.8055556,430.0
05:2000,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,Amt der Salzburger Landesregierung,"Kreisverkehr Hagerkreuzung, S-Seite",13.09995,47.68259,440.0
09:A23,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,A23 Südosttangente/Wehlistraße,Gemeinde Wien - MA22 Umweltschutz,"Wehlistraße 366, Gstr.Nr.2157/250",16.43455,48.20306,162.0
09:KE,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Kaiser-Ebersdorf,Gemeinde Wien - MA22 Umweltschutz,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",16.476051,48.156708,158.0
09:STEF,Schwefeldioxid,1660667400,µg/m³,HMW,3.0,Stephansplatz,Gemeinde Wien - MA22 Umweltschutz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",16.3732536111111,48.20815,172.0
03:1901,Schwefeldioxid,1660667400,µg/m³,HMW,4.0,Tulln Leopoldgasse,Amt der Niederösterreichischen Landesregierung,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",16.0625,48.329445,178.0
03:1903,Schwefeldioxid,1660667400,µg/m³,HMW,4.0,Trasdorf im Tullnerfeld,Amt der Niederösterreichischen Landesregierung,Kaindorfer Straße,15.8578,48.331,192.0
06:135,Schwefeldioxid,1660667400,µg/m³,HMW,4.0,Straßengel Kirche,Amt der Steiermärkischen Landesregierung,Straßengel Kirche,15.339166666666667,47.11305555555556,454.0
07:2519,Schwefeldioxid,1660667400,µg/m³,HMW,10.0,Brixlegg Innweg,Amt der Tiroler Landesregierung,"Innweg, nördöstlich Gebäude Innweg 16 a",11.8718028,47.4285528,519.0
05:5019,Ozon,1660667400,µg/m³,HMW,40.0,Zederhaus Lamm,Amt der Salzburger Landesregierung,Zederhaus Lamm,13.54318,47.13378,1140.0
06:179,Ozon,1660667400,µg/m³,HMW,57.0,Hartberg Zentrum,Amt der Steiermärkischen Landesregierung,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",15.971852,47.28286,349.0
06:194,Ozon,1660667400,µg/m³,HMW,78.0,Mürzzuschlag Roseggerpark,Amt der Steiermärkischen Landesregierung,"Roseggerpark, Waldgasse/Roseggergasse",15.673055555555557,47.60472222222222,679.0
05:5032,Ozon,1660665600,µg/m³,HMW,93.0,Tamsweg Untere Postgasse,Amt der Salzburger Landesregierung,Parkplatz Untere Postgasse 2,13.80804,47.12566,1025.0
06:189,Ozon,1660667400,µg/m³,HMW,97.0,Hochwurzen,Amt der Steiermärkischen Landesregierung,Seilbahn-Bergstation Hochwurzen,13.639444444444443,47.36027777777778,1852.0
07:2620,Ozon,1660667400,µg/m³,HMW,97.0,St. Anton am Arlberg - Galzig,Amt der Tiroler Landesregierung,"Galzig, A1-Gebäude",10.224811,47.133681,2147.0
10:ZOE2,Ozon,1660667400,µg/m³,HMW,97.0,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,Umweltbundesamt,"Zöbelboden, Wildwiese",14.44095,47.83828,899.0
03:1102,Ozon,1660667400,µg/m³,HMW,98.0,"Annaberg, Joachimsberg",Amt der Niederösterreichischen Landesregierung,Joachimsberg Lassingrotte,15.32085,47.86144,880.0
07:2106,Ozon,1660667400,µg/m³,HMW,98.0,Innsbruck Reichenau - Andechsstraße,Amt der Tiroler Landesregierung,Andechstrasse 21,11.4169445,47.27129,570.0
06:177,Ozon,1660667400,µg/m³,HMW,101.0,Liezen Pyhrnbach,Amt der Steiermärkischen Landesregierung,Alte Gasse 12,14.244676,47.565439,649.0
04:S235,Ozon,1660667400,µg/m³,HMW,102.0,Feuerkogel (Höllengebirge),Amt der Oberösterreichischen Landesregierung,Feuerkogel 3,13.720737,47.815855,1602.0
05:6072,Ozon,1660667400,µg/m³,HMW,102.0,Zell am See Freizeitzentrum/Eishalle,Amt der Salzburger Landesregierung,"Freizeitzentrum, Steinergasse",12.795124,47.32664,775.0
07:2123,Ozon,1660667400,µg/m³,HMW,102.0,Innsbruck Nordkette (Seegrube),Amt der Tiroler Landesregierung,Grubegg,11.3759972,47.3056222,1958.0
07:2705,Ozon,1660667400,µg/m³,HMW,102.0,Höfen Lärchbichl,Amt der Tiroler Landesregierung,Höfen Lärchbichlweg,10.682283,47.469837,877.0
05:4057,Ozon,1660667400,µg/m³,HMW,104.0,"St. Johann im Pongau, Bezirkshauptmannschaft",Amt der Salzburger Landesregierung,"Bezirkshauptmannschaft, Hauptstraße 1",13.205556,47.351387,620.0
02:SP10,Ozon,1660667400,µg/m³,HMW,105.0,Obervellach Schulzentrum,Amt der Kärntner Landesregierung,"Schulzentrum Obervellach-West 27, Dürnvellach",13.194533,46.935,686.0
02:WO15,Ozon,1660665600,µg/m³,HMW,105.0,Wolfsberg Hauptschule,Amt der Kärntner Landesregierung,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",14.84346,46.834975,460.0
06:157,Ozon,1660667400,µg/m³,HMW,105.0,Grundlsee Tressensattel,Amt der Steiermärkischen Landesregierung,Sattel,13.796667,47.63056,980.0
07:2710,Ozon,1660667400,µg/m³,HMW,106.0,Heiterwang Ort L355,Amt der Tiroler Landesregierung,Ennet der Ach,10.7441167,47.4475972,985.0
04:S125,Ozon,1660667400,µg/m³,HMW,108.0,"Bad Ischl, Rettenbachwaldstraße",Amt der Oberösterreichischen Landesregierung,Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),13.632222222222223,47.71611111111111,460.0
06:178,Ozon,1660667400,µg/m³,HMW,108.0,Weiz Bahnhofstraße,Amt der Steiermärkischen Landesregierung,Bahnhofstraße 7,15.628392,47.215703,459.0
07:2912,Ozon,1660667400,µg/m³,HMW,108.0,"Lienz Tristacher-See-Straße, Tiefbrunnen ",Amt der Tiroler Landesregierung,"Tristacher-See-Straße, Tiefbrunnen",12.766025,46.8191111,681.0
03:1502,Ozon,1660667400,µg/m³,HMW,109.0,Payerbach - Kreuzberg,Amt der Niederösterreichischen Landesregierung,"Kreuzberg, Althammerhofstraße, Coronakreuz",15.860277778,47.67027778,890.0
06:118,Ozon,1660667400,µg/m³,HMW,109.0,"Judenburg, Sportplatz",Amt der Steiermärkischen Landesregierung,"Stadionstraße, südlich des Sportplatzes",14.676666666666666,47.17833333333333,715.0
06:150,Ozon,1660667400,µg/m³,HMW,109.0,Rennfeld,Amt der Steiermärkischen Landesregierung,Rennfeld-Gipfel,15.360833333333332,47.40555555555555,1610.0
10:SON1,Ozon,1660667400,µg/m³,HMW,109.0,Sonnblick,Umweltbundesamt,Wetterobservatorium Hoher Sonnblick,12.9583,47.0541667,3106.0
10:VOR1,Ozon,1660665600,µg/m³,HMW,109.0,Vorhegg bei Kötschach-Mauthen,Umweltbundesamt,"Kreuth 8b, Josef Zobernig",12.972,46.6775,1010.0
05:2100,Ozon,1660667400,µg/m³,HMW,110.0,Hallein Winterstall,Amt der Salzburger Landesregierung,Winterstallstraße,13.106,47.667,650.0
06:156,Ozon,1660667400,µg/m³,HMW,111.0,Masenberg,Amt der Steiermärkischen Landesregierung,"Masenberg, Sender oberhalb von Waldhansl",15.882222,47.34806,1180.0
05:2055,Ozon,1660667400,µg/m³,HMW,112.0,St. Koloman Kleinhorn,Amt der Salzburger Landesregierung,"Kleinhorn, Taugl 94, Familie Kurz",13.232778,47.6502778,1005.0
06:143,Ozon,1660667400,µg/m³,HMW,112.0,Leoben Zentrum,Amt der Steiermärkischen Landesregierung,"Roseggerstraße, hinter Stadtkai, Altersheim, Josefinum",15.0889,47.3823,543.0
07:2113,Ozon,1660665600,µg/m³,HMW,112.0,Innsbruck Sadrach,Amt der Tiroler Landesregierung,Sadrach - Buttererbichl,11.3746611,47.2699028,678.0
04:S432,Ozon,1660667400,µg/m³,HMW,113.0,Lenzing Hauptstraße,Amt der Oberösterreichischen Landesregierung,Park Hauptstraße/Stefan Fadinger-Straße,13.60892,47.97386,485.0
06:196,Ozon,1660667400,µg/m³,HMW,113.0,Grebenzen bei St. Lambrecht,Amt der Steiermärkischen Landesregierung,Grebenzen Gipfel,14.330725,47.040277777777774,1860.0
09:STEF,Ozon,1660667400,µg/m³,HMW,114.0,Stephansplatz,Gemeinde Wien - MA22 Umweltschutz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",16.3732536111111,48.20815,172.0
01:0002,Ozon,1660667400,µg/m³,HMW,115.0,Oberschützen,Amt der Burgenländischen Landesregierung,"Schützenstraße 85, Wirtschaftshof der Gemeinde ",16.207863,47.339926,344.0
03:0065,Ozon,1660667400,µg/m³,HMW,115.0,"Purkersdorf, Tullnerbachstraße",Amt der Niederösterreichischen Landesregierung,"Neukurkersdorf, Gemeindebauhof, Tullnerbachstraße (B44)",16.1434,48.1955,260.0
07:2547,Ozon,1660667400,µg/m³,HMW,115.0,Kufstein Festung,Amt der Tiroler Landesregierung,Festung,12.1692472,47.5805278,526.0
08:2801,Ozon,1660665600,µg/m³,HMW,115.0,Wald am Arlberg S16,Umweltinstitut des Landes Vorarlberg,"Außerwald, Arlbergstraße",10.034324,47.128863,940.0
07:2530,Ozon,1660667400,µg/m³,HMW,116.0,Wörgl Stelzhamerstraße,Amt der Tiroler Landesregierung,Josef Stelzhamer-Straße / Joseph Haydn-Straße 4,12.066633,47.4885583,508.0
02:SP18,Ozon,1660667400,µg/m³,HMW,117.0,Spittal a. d. Drau Oktoberstraße,Amt der Kärntner Landesregierung,"10. Oktober-Strasse 9, Schulzentrum",13.49388888888888,46.8013888888888,560.0
06:107,Ozon,1660667400,µg/m³,HMW,117.0,Voitsberg Mühlgasse,Amt der Steiermärkischen Landesregierung,"Mühlgasse, Ecke Franz Josef-Straße",15.15277777777778,47.04472222222222,390.0
02:M121,Ozon,1660665600,µg/m³,HMW,118.0,Arnoldstein Gailitz Waldsiedlungsstraße,Amt der Kärntner Landesregierung,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",13.70345,46.5584,574.0
06:138,Ozon,1660667400,µg/m³,HMW,118.0,Graz Nord Gösting,Amt der Steiermärkischen Landesregierung,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",15.4151111111111,47.0943611111,355.0
07:2538,Ozon,1660667400,µg/m³,HMW,118.0,Kramsach Angerberg,Amt der Tiroler Landesregierung,"Voldöp, Angerberg",11.90995,47.458717,602.0
08:2708,Ozon,1660665600,µg/m³,HMW,118.0,Bludenz Herrengasse,Umweltinstitut des Landes Vorarlberg,Herrengasse 10 (L190: 110m),9.822944,47.156483,580.0
02:WO35,Ozon,1660667400,µg/m³,HMW,119.0,St. Georgen im Lavanttal - Herzogberg,Amt der Kärntner Landesregierung,Herzogberg,14.891667,46.708333,540.0
03:2101,Ozon,1660667400,µg/m³,HMW,119.0,Wiesmath,Amt der Niederösterreichischen Landesregierung,Mäuserriegel,16.29305556,47.60833333,738.0
04:S156,Ozon,1660667400,µg/m³,HMW,119.0,"Braunau Zentrum, Kolpingplatz",Amt der Oberösterreichischen Landesregierung,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",13.03923,48.257474,350.0
01:0007,Ozon,1660667400,µg/m³,HMW,120.0,Pöttelsdorf,Amt der Burgenländischen Landesregierung,Berggasse,16.434389,47.749044,214.0
06:198,Ozon,1660667400,µg/m³,HMW,120.0,Fürstenfeld Ungartorweg,Amt der Steiermärkischen Landesregierung,Hauptschule Schillerplatz 2,16.07905,47.04735,276.0
01:0001,Ozon,1660665600,µg/m³,HMW,121.0,Eisenstadt Laschoberstraße,Amt der Burgenländischen Landesregierung,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",16.52617,47.8401138,165.0
03:0201,Ozon,1660667400,µg/m³,HMW,122.0,"Bad Vöslau, Gainfarn",Amt der Niederösterreichischen Landesregierung,"Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",16.20573,47.9592,265.0
06:018,Ozon,1660667400,µg/m³,HMW,122.0,Graz Schloßberg,Amt der Steiermärkischen Landesregierung,"Schlossberg, südlich vom Glockenturm",15.4375,47.075833333333335,450.0
06:195,Ozon,1660667400,µg/m³,HMW,122.0,Deutschlandsberg Rathausgasse,Amt der Steiermärkischen Landesregierung,"Rathausgasse 3, Arbeiterkammer",15.212777777777776,46.81388888888888,365.0
08:0503,Ozon,1660665600,µg/m³,HMW,122.0,Sulzberg - Gmeind,Umweltinstitut des Landes Vorarlberg,Gmeind,9.9267,47.5292,1020.0
02:VL52,Ozon,1660665600,µg/m³,HMW,123.0,Gerlitzen Steinturm,Amt der Kärntner Landesregierung,Gerlitzen Steinturm (Gipfelplateau),13.91449,46.6954,1897.0
03:2501,Ozon,1660667400,µg/m³,HMW,123.0,Krems,Amt der Niederösterreichischen Landesregierung,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",15.619166,48.40861,200.0
03:2401,Ozon,1660667400,µg/m³,HMW,124.0,Wiener Neustadt,Amt der Niederösterreichischen Landesregierung,Neuklosterwiese Sportplatz,16.255,47.81416667,265.0
03:2604,Ozon,1660667400,µg/m³,HMW,124.0,Kematen an der Ybbs,Amt der Niederösterreichischen Landesregierung,Gimpersdorf,14.77227777777778,48.04511111111111,330.0
04:S407,Ozon,1660667400,µg/m³,HMW,124.0,"Vöcklabruck, Untere Agergasse",Amt der Oberösterreichischen Landesregierung,Untere Agergasse 14,13.6676111,48.0008965,420.0
05:1066,Ozon,1660667400,µg/m³,HMW,124.0,Salzburg Mirabellplatz,Amt der Salzburger Landesregierung,Mirabellplatz,13.043333,47.8055556,430.0
06:190,Ozon,1660667400,µg/m³,HMW,124.0,Arnfels - Remschnigg,Amt der Steiermärkischen Landesregierung,"Steirischer Possruck, Remschnigg, Isaak",15.36778,46.65195,785.0
01:0004,Ozon,1660667400,µg/m³,HMW,125.0,Bad Sauerbrunn,Amt der Burgenländischen Landesregierung,Freiwillige Feuerwehr,16.32875,47.77907,254.0
03:0202,Ozon,1660667400,µg/m³,HMW,125.0,Forsthof am Schöpfl,Amt der Niederösterreichischen Landesregierung,Forsthof am Schöpfl,15.9189,48.1051,581.0
03:0502,Ozon,1660667400,µg/m³,HMW,125.0,Heidenreichstein Thaures,Amt der Niederösterreichischen Landesregierung,Thaures,15.04666667,48.8786111,570.0
03:0801,Ozon,1660667400,µg/m³,HMW,125.0,Irnfritz - Rothweinsdorf,Amt der Niederösterreichischen Landesregierung,Rothweinsdorf,15.49842,48.72421,556.0
06:185,Ozon,1660667400,µg/m³,HMW,125.0,Klöch bei Bad Radkersburg,Amt der Steiermärkischen Landesregierung,"Seindl, Dissay-Weg",15.956111,46.7675,415.0
02:M805,Ozon,1660667400,µg/m³,HMW,126.0,Kraigerberg,Amt der Kärntner Landesregierung,Eggen,14.329763,46.824822,965.0
